Company,Role,Location,Work Type,Visa Sponsored,Pay Range,Source,Date Applied,Status,Job URL,Resume Used,Cover Letter,Priority
Netflix,Full Stack Engineer 4 - Core Catalog,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/full-stack-engineer-4-core-catalog-at-netflix-4397968892?position=1&pageNum=0&refId=I4prFV68PMmp9gKveRqAzQ%3D%3D&trackingId=Dz2g7bxb8od6TtiUkrWYEg%3D%3D,,N,5
Plaid,Senior Software Engineer - Backend,"New York, NY",On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/senior-software-engineer-backend-at-plaid-4204408735?position=2&pageNum=0&refId=mvYmUKxoeWYp8BKeoyg6EA%3D%3D&trackingId=UI2DMIYgBJuO9ZWubgKPbw%3D%3D,,N,4
Airbnb,"Senior Backend Software Engineer, Media Ingestion & Serving",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/senior-backend-software-engineer-media-ingestion-serving-at-airbnb-4387540496?position=3&pageNum=0&refId=ZYO3VQc5RYETvUpf4X%2Bf7Q%3D%3D&trackingId=ifUq8Q%2F1Hwy6f%2Fr1T7qCdQ%3D%3D,,N,5
Netflix,Senior Software Engineer (L5) - Analysis,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/senior-software-engineer-l5-analysis-at-netflix-4396765587?position=2&pageNum=0&refId=ZYO3VQc5RYETvUpf4X%2Bf7Q%3D%3D&trackingId=bdhwtvHYFsEVni38VV0ijg%3D%3D,,N,5
Tremendous,Senior Software Engineer,"New York, NY",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/senior-software-engineer-at-tremendous-4318514289?position=1&pageNum=0&refId=ZYO3VQc5RYETvUpf4X%2Bf7Q%3D%3D&trackingId=BiD%2Ft34KlsJri4vs53CnNA%3D%3D,,N,1
Netflix,Software Engineer (L4) - Personalization,United States,On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-personalization-at-netflix-4356062884?position=4&pageNum=0&refId=n6VgQdlv2xJuP1V1NY%2BmYw%3D%3D&trackingId=XPNANoQPcALsQfsKgynI6Q%3D%3D,,N,4
Jack & Jill,Software Engineer ($140K – $210K + Equity) at Ambrook,"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-%24140k-%E2%80%93-%24210k-%2B-equity-at-ambrook-at-jack-jill-4388731611?position=8&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=wMB5wAgYwdlMMOw1ClQK7w%3D%3D,,N,1
Netflix,Software Engineer (L5) - Experimentation Platform,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l5-experimentation-platform-at-netflix-4397581182?position=7&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=mh3mEgJoQm2Y%2FFHBIwZjPA%3D%3D,,N,5
Geographic Technologies Group,Software Developer,"Goldsboro, NC",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-developer-at-geographic-technologies-group-4398263125?position=6&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=Axd3w4X0pFqkiVCy1nzFaA%3D%3D,,N,1
Netflix,Software Engineer - Open Connect Control Plane,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-open-connect-control-plane-at-netflix-4350188369?position=5&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=WkTk6xPb%2F1YchvNLbTfAtw%3D%3D,,N,5
Netflix,"Software Engineer L4/L5, Model Serving Systems, Machine Learning Platform",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-l5-model-serving-systems-machine-learning-platform-at-netflix-4118839018?position=4&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=lbRnEvAmeGKspvmOKfXtnA%3D%3D,,N,5
Honeywell,Software Engineer & Computer Science - Recent Grad/Full Time,United States,Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-computer-science-recent-grad-full-time-at-honeywell-4292999956?position=3&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=jbFnjevRpYIgKXp7adYN7g%3D%3D,,N,1
Netflix,Software Engineer (L4) - Personalization,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-personalization-at-netflix-4356062884?position=2&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=Me6Bvi4%2FBJcgWcyG0Z%2FMnA%3D%3D,,N,5
Fieldguide,Software Engineer (All Levels),"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-all-levels-at-fieldguide-4311634893?position=1&pageNum=0&refId=HEOAKimBX7XVUolgMq5mVg%3D%3D&trackingId=kij1mkIHIV2bR%2BqNiSREmA%3D%3D,,N,1
Netflix,Software Engineer - Open Connect Control Plane,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-open-connect-control-plane-at-netflix-4350188369?position=5&pageNum=0&refId=sCBMYEtZy4erb0EGscQ4vA%3D%3D&trackingId=7EMiX%2BLrsBG5XRnjjcutkw%3D%3D,,N,5
Netflix,"Software Engineer L4/L5, Model Serving Systems, Machine Learning Platform",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-l5-model-serving-systems-machine-learning-platform-at-netflix-4118839018?position=4&pageNum=0&refId=sCBMYEtZy4erb0EGscQ4vA%3D%3D&trackingId=%2FjtMP9OKtvR%2B6fxAA3HjHQ%3D%3D,,N,5
Honeywell,Software Engineer & Computer Science - Recent Grad/Full Time,United States,Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-computer-science-recent-grad-full-time-at-honeywell-4292999956?position=3&pageNum=0&refId=sCBMYEtZy4erb0EGscQ4vA%3D%3D&trackingId=SGLxKozgP2CoPHvkG3Y7Zw%3D%3D,,N,1
Netflix,Software Engineer (L4) - Personalization,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-personalization-at-netflix-4356062884?position=2&pageNum=0&refId=sCBMYEtZy4erb0EGscQ4vA%3D%3D&trackingId=%2BEgkaXG2pCfCUSiC1%2BxTEA%3D%3D,,N,5
Fieldguide,Software Engineer (All Levels),"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-all-levels-at-fieldguide-4311634893?position=1&pageNum=0&refId=sCBMYEtZy4erb0EGscQ4vA%3D%3D&trackingId=VIdW98GMbqWKFN584TS7cg%3D%3D,,N,1
Notion,"Software Engineer, Fullstack, Early Career","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-fullstack-early-career-at-notion-4334158613?position=2&pageNum=0&refId=d5moA%2BMzpZSV21exBeI1iQ%3D%3D&trackingId=fHNAwkQkMviY3FO1ADhw%2Bw%3D%3D,,N,4
Notion,"Software Engineer, Fullstack, Early Career","New York, NY",On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-fullstack-early-career-at-notion-4334367155?position=1&pageNum=0&refId=d5moA%2BMzpZSV21exBeI1iQ%3D%3D&trackingId=%2FNni2dQQPirzz1BbEwF5pg%3D%3D,,N,4
Nymbus,Full Stack Engineer,"Jacksonville, FL",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/full-stack-engineer-at-nymbus-4388191495?position=4&pageNum=0&refId=PMb1Y9y6hMisaKydUK4JFQ%3D%3D&trackingId=oxf2f7KEs3gwpLztdPaYxg%3D%3D,,N,1
Netflix,Full Stack Engineer 4 - Core Catalog,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/full-stack-engineer-4-core-catalog-at-netflix-4397968892?position=3&pageNum=0&refId=PMb1Y9y6hMisaKydUK4JFQ%3D%3D&trackingId=Jut1v1pb0FNV7q11sTvHvQ%3D%3D,,N,5
Fieldguide,Software Engineer (All Levels),"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-all-levels-at-fieldguide-4311634893?position=2&pageNum=0&refId=PMb1Y9y6hMisaKydUK4JFQ%3D%3D&trackingId=60bHsGVvPtkxaecBjv3oyw%3D%3D,,N,1
Netflix,Software Engineer (L4) - Personalization,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-personalization-at-netflix-4356062884?position=1&pageNum=0&refId=PMb1Y9y6hMisaKydUK4JFQ%3D%3D&trackingId=UjrNFx0fLseo%2FynF276Vsw%3D%3D,,N,5
Notion,"Software Engineer, Fullstack, Early Career","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-fullstack-early-career-at-notion-4334158613?position=4&pageNum=0&refId=Dr58k%2ByPgeujRWUPRDMh4g%3D%3D&trackingId=ERxenvIoOiiPk0V7irUVcw%3D%3D,,N,4
Notion,"Software Engineer, Fullstack, Early Career","New York, NY",On-site (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-fullstack-early-career-at-notion-4334367155?position=3&pageNum=0&refId=Dr58k%2ByPgeujRWUPRDMh4g%3D%3D&trackingId=zoxn1S6lK%2FSb9IpZQGgDiQ%3D%3D,,N,4
FreeUp,Remote Full Stack Developer,"St. Petersburg, FL",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/remote-full-stack-developer-at-freeup-4119878320?position=10&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=W1UWxK1I9BFFhsB%2FX3%2FGMA%3D%3D,,N,1
Modern Treasury,Software Engineer,"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-at-modern-treasury-4341576665?position=9&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=Tou%2Fo8Y2yaAt63exUDpIaA%3D%3D,,N,1
Netflix,"Software Engineer 5 - Member, Commerce & Games Engineering",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-5-member-commerce-games-engineering-at-netflix-4219576591?position=8&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=iTdkUl1Sff6kfF6NnOzCIg%3D%3D,,N,5
Modern Treasury,Software Engineer,"New York, NY",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-at-modern-treasury-4342036151?position=7&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=Qcv%2Fu1Lbl3P8UafChYcNdQ%3D%3D,,N,1
Stripe,"Backend/API Engineer, Money as a Service",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/backend-api-engineer-money-as-a-service-at-stripe-4387856067?position=6&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=BR3ftiEfcmVkF1efVkf5ig%3D%3D,,N,5
Nabu Casa,Backend Developer,United States,Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/backend-developer-at-nabu-casa-4384841373?position=5&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=cwhiyP6Ie7g90LS4D6lhVw%3D%3D,,N,1
Nabu Casa,Backend Developer,United States,Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/backend-developer-at-nabu-casa-4384838350?position=4&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=xjXuicjDS84up3gF%2BZGIRg%3D%3D,,N,1
Dart,Backend Engineer,"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/backend-engineer-at-dart-4249318205?position=3&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=lpW0OV9A1nItHEMoZvj%2F9A%3D%3D,,N,1
Nymbus,Full Stack Engineer,"Jacksonville, FL",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/full-stack-engineer-at-nymbus-4388191495?position=2&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=KiT%2FUdAhLaFKuV6wIyU1rA%3D%3D,,N,1
Netflix,Full Stack Engineer 4 - Core Catalog,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/full-stack-engineer-4-core-catalog-at-netflix-4397968892?position=1&pageNum=0&refId=2VEUvTBg5lfllmQtiFSfTw%3D%3D&trackingId=avDsHijbt21n7H4okaReEg%3D%3D,,N,5
Anthropic,"UI Software Engineer, Claude.ai Consumer Product ","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5026097008,,N,4
Anthropic,"Transformative AI Research Economist, Economic Research ","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5149802008,,N,4
Anthropic,TPU Kernel Engineer,"San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4720576008,,N,4
Anthropic,Threat Collections Engineer,"Remote-Friendly (Travel-Required) | San Francisco, CA | Washington, DC",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5074937008,,N,5
Anthropic,"Technical Solutions Specialist, Data Operations","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5056499008,,N,4
Anthropic,"Technical Program Manager, Reliability Engineering","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5108644008,,N,4
Anthropic,"Technical Program Manager, Consumer Engineering","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5062968008,,N,4
Anthropic,"Technical Deployment Lead, Applied AI","Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5153754008,,N,4
Anthropic,"Technical Deployment Lead, Applied AI","Paris, France",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5153761008,,N,4
Anthropic,"Technical Deployment, Applied AI","Atlanta, GA; Austin, TX; Boston, MA; Chicago, IL; San Francisco, CA | New York City, NY; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5017903008,,N,4
Anthropic,"Support Operations Specialist, AI Agent Management","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5122119008,,N,4
Anthropic,"Strategic Account Executive, Retail & Commercial Banking","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5041299008,,N,4
Anthropic,Staff+ Software Security Engineer,"San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5120512008,,N,4
Anthropic,"Staff+ Software Engineer, Platform","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5157847008,,N,4
Anthropic,"Staff Software Engineer, Inference","Dublin, IE",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5150472008,,N,4
Anthropic,"Staff+ Software Engineer, Full-stack","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5174747008,,N,4
Anthropic,"Staff+ Software Engineer, Developer Productivity","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5110511008,,N,4
Anthropic,"Staff+ Software Engineer, Data Infrastructure","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5114768008,,N,4
Anthropic,"Staff+ Software Engineer, Databases","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5151069008,,N,4
Anthropic,"Staff+ Software Engineer, Claude App Infrastructure","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5065894008,,N,4
Anthropic,"Staff Software Engineer, Billing Platform","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5146298008,,N,4
Anthropic,"Staff+ Software Engineer, Backend","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5174755008,,N,4
Anthropic,"Staff Software Engineer, AI Reliability Engineering","Dublin, IE",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5101169008,,N,4
Anthropic,"Staff / Senior Software Engineer, Inference","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4951696008,,N,4
Anthropic,"Staff / Senior Software Engineer, Compute Capacity","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5126702008,,N,4
Anthropic,"Staff / Senior Software Engineer, Cloud Inference","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5107466008,,N,4
Anthropic,"Staff / Senior Software Engineer, AI Reliability","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5113224008,,N,4
Anthropic,"Staff Research Engineer, Discovery Team","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4593216008,,N,4
Anthropic,"Solutions Architect, Applied AI (State and Local Government, West)","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5140403008,,N,4
Anthropic,"Solutions Architect, Applied AI (Startups)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5057258008,,N,4
Anthropic,"Solutions Architect, Applied AI (National Security)","Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5079511008,,N,4
Anthropic,"Solutions Architect, Applied AI (Industries)","New York City, NY; San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4461444008,,N,4
Anthropic," Solutions Architect, Applied AI (Industries)","Paris, France",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4977626008,,N,4
Anthropic," Solutions Architect, Applied AI (Industries)","Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4977624008,,N,4
Anthropic,"Solutions Architect, Applied AI (Government Technology)","New York City, NY; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5140405008,,N,4
Anthropic,"Solutions Architect, Applied AI (Federal Civilian)","New York City, NY; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5079540008,,N,4
Anthropic,"Solutions Architect, Applied AI (Digital Native Business)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5065835008,,N,4
Anthropic,"Solutions Architect, Applied AI (Creatives)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5124533008,,N,4
Anthropic,"Solutions Architect, Applied AI (Beneficial Deployments)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5062712008,,N,4
Anthropic,"Solutions Architect, Applied AI (Beneficial Deployments)","Bangalore, India",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5146028008,,N,4
Anthropic,"Solutions Architect, Applied AI","Tokyo, Japan",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5076109008,,N,4
Anthropic,"Solutions Architect, Applied AI","Bangalore, India",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5117581008,,N,4
Anthropic,"Solutions Architect, Applied AI","Sydney, Australia",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5117589008,,N,4
Anthropic,"Software Engineer, UI Platform","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4673416008,,N,4
Anthropic,"Software Engineer, Sandboxing (Systems)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5025591008,,N,4
Anthropic,"Software Engineer, Sandboxing","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5083039008,,N,4
Anthropic,"Software Engineer, Safeguards","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4951844008,,N,4
Anthropic,"Software Engineer, Platform","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5157844008,,N,4
Anthropic,"Software Engineer, ML Networking","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4926242008,,N,4
Anthropic,"Software Engineer, iOS","San Francisco, CA, New York City, NY, Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4572744008,,N,4
Anthropic,"Software Engineer, Inference Deployment","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5111745008,,N,4
Anthropic,"Software Engineer, Human Data Interface","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5109273008,,N,4
Anthropic,"Software Engineer, Full-stack","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5174743008,,N,4
Anthropic,"Software Engineer, Desktop","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4980420008,,N,4
Anthropic,"Software Engineer, Cybersecurity Products","San Francisco, CA | New York City, NY | Seattle, WA; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5063007008,,N,4
Anthropic,"Software Engineer, Compute Efficiency","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5108982008,,N,4
Anthropic,"Software Engineer, Cloud Inference Safeguards","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5168829008,,N,4
Anthropic,"Software Engineer, Business Technology ","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4982198008,,N,4
Anthropic,"Software Engineer, Billing Platform","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5146261008,,N,4
Anthropic,"Software Engineer, Backend","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5174757008,,N,4
Anthropic,"Software Engineer, Android","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4899511008,,N,4
Anthropic,"Software Engineer, Account Abuse","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5123039008,,N,4
Anthropic,"Senior / Staff+ Software Engineer, Voice Platform","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5172245008,,N,4
Anthropic,"Senior Staff Software Engineer, API","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5134895008,,N,4
